Rank,Score,Programming Skills,Driver Skills,Highest Programming Skills,Highest Driver Skills,Highest Programming Score Timestamp,Highest Driver Score Timestamp,Highest Programming Score Stop Time,Highest Driver Score Stop Time,Team Number,Team Name,Organization,Event Region,Country / Region
3535,53,2,51,2,51,2023-02-13 16:17:16,2023-02-13 16:18:34,0,0,99928D,Robot Raiders,FITCHBURG HIGH,Southern New England,United States
3536,53,0,53,0,53,2023-01-14 15:49:17,2023-01-14 15:51:43,5,0,415A,415A,Anderson I & II Career & Technology Center,South Carolina,United States
3537,53,0,53,0,53,,2022-11-12 19:49:16,0,5,3400F,G.O.A.T.,BENTONVILLE HIGH SCHOOL,Arkansas,United States
3538,53,0,53,0,53,,2023-02-18 18:49:43,0,1,45009Z,Lunatechs,YOUNG WOMEN'S LEADERSHIP ACADEMY,Texas - Region 1,United States
3539,53,0,53,0,53,2023-01-27 22:10:35,2023-01-27 22:12:56,0,0,11777X,Beese Churgers,NAMPA CHRISTIAN SCHOOLS,Idaho,United States
3540,53,0,53,0,53,,2022-09-17 05:27:52,0,0,47779D,GRANBOTS 4,Granville Boys High School,Australia,Australia
3541,53,0,53,0,53,,2022-10-15 18:51:39,0,0,54416X,"Abort, Retry, Ignore?",CLINTON HIGH SCHOOL,Arkansas,United States
3542,53,0,53,0,53,,2022-10-29 18:04:51,0,0,33418Z,The Benjineers,THE BENJAMIN SCHOOL,Florida - South,United States
3543,53,0,53,0,53,,2022-11-11 19:30:23,0,0,18786A,Cambridge Robotics,CAMBRIDGE HIGH SCHOOL,Georgia,United States
3544,53,0,53,0,53,,2022-11-12 02:11:15,0,0,52050B,Aquinas Aardvarks,Aquinas College,Australia,Australia
3545,53,0,53,0,53,,2022-12-03 18:54:35,0,0,99001B,Golden Tornadoes,CHRISTIAN BROTHERS ACADEMY,New York-North,United States
3546,53,0,53,0,53,,2022-12-03 23:55:05,0,0,34565A,Phoenix Robotics 1,Merrimac State High School,Australia,Australia
3547,53,0,53,0,53,,2022-12-10 19:44:30,0,0,69193B,6 Flags,NEW CASTLE SHS,Pennsylvania - West,United States
3548,53,0,53,0,53,,2022-12-17 18:09:22,0,0,1695F,"Hand Tigers F ""Tetris""",DANIEL HAND HIGH SCHOOL,Southern New England,United States
3549,53,0,53,0,53,,2023-01-14 17:36:18,0,0,6567F,Terabytes,East Lansing High School,Michigan,United States
3550,53,0,53,0,53,,2023-01-14 17:42:11,0,0,8341A,Loose Screws,PEWAMOWESTPHALIA MIDDLEHIGH SCHOOL,Michigan,United States
3551,53,0,53,0,53,,2023-01-14 18:39:07,0,0,9181J,Jungcook,Seaquam Secondary,British Columbia (BC),Canada
3552,53,0,53,0,53,,2023-01-15 18:39:37,0,0,21217A,We are...,STEM Gym @ the O.W.E. Center,Maryland,United States
3553,53,0,53,0,53,,2023-01-21 21:34:37,0,0,751C,Barons,BONITA VISTA SENIOR HIGH,California - Region 4,United States
3554,53,0,53,0,53,,2023-01-28 16:45:46,0,0,79666B,Robo Knights,BALTIMORE CITY COLLEGE,Maryland,United States
3555,53,0,53,0,53,,2023-01-28 18:56:11,0,0,8892B,GOATS,Delhi Charter School,Louisiana,United States
3556,53,0,53,0,53,,2023-01-28 18:59:42,0,0,1808C,Red Devil Robotics,FREEPORT HIGH SCHOOL,New York-South,United States
3557,53,0,53,0,53,,2023-01-28 21:14:51,0,0,69247B,Tualatin High School,TUALATIN HIGH SCHOOL,Oregon,United States
3558,53,0,53,0,53,,2023-02-04 02:26:52,0,0,2990D,Titan Team Lemon Demons,West Salem High School,Oregon,United States
3559,53,0,53,0,53,,2023-02-04 15:32:40,0,0,255C,Norristown Robotics - C,NORRISTOWN AREA HIGH SCHOOL,Pennsylvania - East,United States
3560,53,0,53,0,53,,2023-02-04 16:48:36,0,0,20480R,ROBONEERS,SKYLINE HIGH SCHOOL,Texas - Region 2,United States
3561,53,0,53,0,53,,2023-02-04 17:36:05,0,0,7323C,The Clinically Insane,CHARLES W BAKER HIGH SCHOOL,New York-North,United States
3562,53,0,53,0,53,,2023-02-04 18:05:02,0,0,3743D,Darth Dapper,ERIE HIGH SCHOOL,Colorado,United States
3563,53,0,53,0,53,,2023-02-04 18:54:58,0,0,80634A,Temporary Solution,GREELEY WEST HIGH SCHOOL,Colorado,United States
3564,53,0,53,0,53,,2023-02-04 22:26:06,0,0,76892D,HELP,Sayre High School,Oklahoma,United States
3565,53,0,53,0,53,,2023-02-07 13:54:31,0,0,26681E,Paradox,STRUTHERS HIGH SCHOOL,Ohio,United States
3566,53,0,53,0,53,,2023-02-08 15:03:33,0,0,44680D,Frog,Gresham's School,United Kingdom,United Kingdom
3567,53,0,53,0,53,,2023-02-11 15:47:16,0,0,79267F,T.R.A.P.,River Bluff High School,South Carolina,United States
3568,53,0,53,0,53,,2023-02-11 18:19:07,0,0,5501C,Whiplash,GUILDERLAND HIGH SCHOOL,New York-North,United States
3569,53,0,53,0,53,,2023-02-11 18:38:39,0,0,50480E,Spartronics,IMLAY CITY HIGH SCHOOL,Michigan,United States
3570,53,0,53,0,53,,2023-02-11 19:15:22,0,0,64647H,The Battle Bolts,,California - Region 3,United States
3571,53,0,53,0,53,,2023-02-11 19:37:18,0,0,99515A,The A Team,,South Dakota,United States
3572,53,0,53,0,53,,2023-02-11 20:29:17,0,0,899A,ALLUMINATORS,North Point High School,Maryland,United States
3573,53,0,53,0,53,,2023-02-11 21:37:47,0,0,9458B,Robo Chiefs,MASSAPEQUA HIGH SCHOOL,New York-South,United States
3574,53,0,53,0,53,,2023-02-11 22:09:45,0,0,80804D,Westlake High School Robotics,WESTLAKE HIGH,Utah,United States
3575,53,0,53,0,53,,2023-02-12 15:27:56,0,0,44272A,Zach and Friends,BIO-MED SCIENCE ACADEMY STEM SCHOOL,Ohio,United States
3576,53,0,53,0,53,,2023-02-12 18:45:52,0,0,45924D,TBA - D,MCQUAID JESUIT,New York-North,United States
3577,53,0,53,0,53,,2023-02-18 14:51:01,0,0,60919A,Storm Chasers,MT. DORA HIGH SCHOOL,Florida - North/Central,United States
3578,53,0,53,0,53,,2023-02-18 17:43:51,0,0,29135C,The  CyberSaints,Calhoun County High School,South Carolina,United States
3579,53,0,53,0,53,,2023-02-18 19:32:50,0,0,26038C,Iron Monarchs,JOHN MARSHALL HIGH SCHOOL,West Virginia,United States
3580,53,0,53,0,53,,2023-02-18 20:05:30,0,0,3042U,Randolph Union Robotics,RANDOLPH UNION HIGH SCHOOL,New Hampshire/Vermont,United States
3581,53,0,53,0,53,,2023-02-18 20:36:31,0,0,4216C,Lakeside Robotics,LAKESIDE HIGH SCHOOL,Arkansas,United States
3582,53,0,53,0,53,,2023-02-19 12:52:43,0,0,93644R,RQ-Khorfakan VRC1,Rubu Qarn,United Arab Emirates,United Arab Emirates
3583,52,21,31,21,52,2023-02-11 20:48:20,2022-12-04 22:40:04,0,0,30178A,Pathfinders,REDEEMER LUTHERAN CHRISTIAN SCHOOL,California - Region 4,United States
3584,52,0,52,16,52,2023-02-04 19:00:30,2022-11-19 20:09:16,40,0,10410A,El Capitan Robotics Team,ELEMENTARY SCHOOL CAPITAN HIGH,California - Region 4,United States
3585,52,14,38,14,38,2023-02-04 22:29:38,2023-02-04 22:32:40,0,0,91825B,Daddy's Money,BARTLESVILLE HIGH SCHOOL,Oklahoma,United States
3586,52,0,52,13,52,2023-02-11 18:49:15,2022-12-17 15:27:25,0,0,31848A,E2,Mcpherson High School,Kansas,United States
3587,52,12,40,12,40,2022-11-11 18:48:20,2022-10-29 19:47:53,54,0,60522W,G.O.N.K,CHARLES FRANCIS ADAMS HIGH SCHOOL,Washington,United States
3588,52,0,52,11,52,2023-02-07 18:45:04,2022-12-02 17:02:44,0,0,32410A,Clark's #1 Fan,Redwater High School,Texas - Region 2,United States
3589,52,9,43,9,43,2022-11-13 18:33:08,2022-11-13 16:23:47,0,0,11591Z,Error Code,PLAINWELL HIGH SCHOOL,Michigan,United States
3590,52,0,52,8,52,2022-12-10 19:20:12,2022-11-19 20:08:15,48,0,71859A,Disc Jockeys,NASHVILLE HIGH SCHOOL,Arkansas,United States
3591,52,0,52,8,52,2023-01-21 19:44:08,2023-02-18 14:36:14,0,0,14444A,Bison Tech,FORT LEBOEUF High School,Pennsylvania - West,United States
3592,52,0,52,7,52,2023-02-11 18:40:53,2023-01-21 17:58:01,0,0,1784X,MBedded-X,Moses Brown School,Southern New England,United States
3593,52,0,52,6,52,2023-01-14 18:06:28,2023-02-18 18:03:58,0,0,9717A,St. Catharine Comets,ST CATHARINE ACADEMY,New York-South,United States
3594,52,0,52,6,52,2023-01-28 16:46:52,2022-10-22 17:10:39,0,0,1199A,Robo Rams A,ARABIA MOUNTAIN HIGH SCHOOL,Georgia,United States
3595,52,6,46,6,46,2023-02-04 13:44:50,2023-02-04 15:42:46,0,0,90005M,Memorial Tigers,MEMORIAL HIGH SCHOOL,New Jersey,United States
3596,52,5,47,5,47,2023-02-05 00:34:57,2023-02-04 21:55:35,0,0,221X,J.S.K.,Westwood Community High School,Alberta/Saskatchewan,Canada
3597,52,0,52,3,52,2022-12-03 18:04:46,2022-11-19 21:16:25,0,0,52430C,Titans,BASIS AHWATUKEE,Arizona,United States
3598,52,0,52,2,52,2022-11-19 16:08:08,2023-01-14 21:26:41,0,0,231K,Knights Robotics Team,DR KIRK LEWIS CAREER AND TECHNICAL HIGH SCHOOL,Texas - Region 3,United States
3599,52,0,52,2,52,2023-01-07 18:13:20,2022-11-19 18:11:14,0,0,68688C,Larry,Northwest High School,Kansas,United States
3600,52,2,50,2,50,2023-02-18 15:48:05,2023-02-18 15:16:07,0,0,39110D,Powerpuff Girls,Germantown High School,Mississippi,United States
3601,52,0,52,0,52,,2022-12-17 15:55:01,0,6,2895D,Enigma,LEONARD HIGH SCHOOL,Texas - Region 2,United States
3602,52,0,52,0,52,,2023-02-11 17:34:10,0,1,87580C,Jaguars Team C,MOISES E MOLINA HIGH SCHOOL,Texas - Region 2,United States
3603,52,0,52,0,52,2022-12-03 19:33:51,2022-12-03 19:36:04,0,0,1757A,T.O.R.Q.,Mexico High School,New York-North,United States
3604,52,0,52,0,52,,2022-09-24 18:38:41,0,0,20025F,Innovation Robotics,INNOVATION ACADEMY,Tennessee,United States
3605,52,0,52,0,52,,2022-10-13 15:24:12,0,0,60293B,Vigor Team 2,CF VIGOR HIGH SCHOOL,Alabama,United States
3606,52,0,52,0,52,,2022-10-29 02:40:38,0,0,36010E,MCSHS 3,QSITE FNQ Mountain Creek SHS,Australia,Australia
3607,52,0,52,0,52,,2022-11-05 14:40:56,0,0,84260K,Cloud,Cabot High School,Arkansas,United States
3608,52,0,52,0,52,,2022-11-05 18:09:35,0,0,1138D,Eagle Engineering,Chaminade College Prep,California - Region 4,United States
3609,52,0,52,0,52,,2022-11-05 18:50:39,0,0,99040C,Vestavia Team C,VESTAVIA HILLS HIGH SCHOOL,Alabama,United States
3610,52,0,52,0,52,,2022-11-05 19:05:31,0,0,1616Z,Accelerate and Extinguish,DON TYSON SCHOOL OF INNOVATIONS,Arkansas,United States
3611,52,0,52,0,52,,2022-11-12 21:02:36,0,0,81218A,Almonds,Loveless Academic Magnet Prog High School,Alabama,United States
3612,52,0,52,0,52,,2022-11-18 21:21:15,0,0,6842R,Rampage,PARK TUDOR SCHOOL,Indiana,United States
3613,52,0,52,0,52,,2022-11-19 19:46:05,0,0,7996E,The Knight Terrors Deux,HIGLEY HIGH SCHOOL,Arizona,United States
3614,52,0,52,0,52,,2022-11-19 20:41:29,0,0,6264D,Shawnigan Robotics,Shawnigan Lake School,Vancouver Island (BC),Canada
3615,52,0,52,0,52,,2022-11-19 22:00:40,0,0,1138S,Eagle Engineering FALCON,CHAMINADE COLLEGE PREPARATORY HIGH SCHOOL,California - Region 4,United States
3616,52,0,52,0,52,,2022-12-03 01:18:36,0,0,36010D,MCSHS 2,QSITE FNQ Mountain Creek SHS,Australia,Australia
3617,52,0,52,0,52,,2022-12-03 19:15:54,0,0,480P,Grizzbots - Standard Definition,SPRING VALLEY HIGH SCHOOL,Nevada,United States
3618,52,0,52,0,52,,2022-12-03 20:27:51,0,0,52430B,Alligators,BASIS AHWATUKEE,Arizona,United States
3619,52,0,52,0,52,,2022-12-04 20:21:30,0,0,80020C,DaBotics,Danforth CTI,Ontario,Canada
3620,52,0,52,0,52,,2022-12-10 19:31:14,0,0,1011S,Ten Ton Robotics,West Vancouver School District #45,British Columbia (BC),Canada
3621,52,0,52,0,52,,2022-12-13 00:41:00,0,0,37204A,Lipscomb Academy,LIPSCOMB ACADEMY,Tennessee,United States
3622,52,0,52,0,52,,2022-12-15 22:11:04,0,0,1049R,OPS - South JROTC,Omaha South High School,Nebraska,United States
3623,52,0,52,0,52,,2022-12-17 19:50:39,0,0,46311B,IllianaRoboticsBenjamin,Illiana Christian High School,Indiana,United States
3624,52,0,52,0,52,,2022-12-17 20:01:37,0,0,11005A,TERRAWOLVES,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,Florida - South,United States
3625,52,0,52,0,52,,2022-12-17 20:37:01,0,0,54770D,JAM BOTS,ELEVA-STRUM HIGH,Wisconsin,United States
3626,52,0,52,0,52,,2023-01-07 17:45:25,0,0,39313T,Kathedilla,ASOTIN JR SR HIGH,Washington,United States
3627,52,0,52,0,52,,2023-01-07 19:04:47,0,0,4378F,Baby Knights,J M Hanks High School,Texas - Region 1,United States
3628,52,0,52,0,52,,2023-01-07 20:27:37,0,0,609A,Vexicans,TOPPENISH HIGH SCHOOL,Washington,United States
3629,52,0,52,0,52,,2023-01-11 23:58:19,0,0,71678A,TPCS Lancelot,TRADERS POINT CHRISTIAN ACADEMY,Indiana,United States
3630,52,0,52,0,52,,2023-01-14 14:25:23,0,0,8780F,WVRC Zeta,Waubonsie Valley High School,Illinois,United States
3631,52,0,52,0,52,,2023-01-14 17:12:08,0,0,15487A,Bees,DIXIE HIGH,Utah,United States
3632,52,0,52,0,52,,2023-01-14 17:12:47,0,0,34300D,Wolves,Ecole Salish Secondary (Surrey School District),British Columbia (BC),Canada
3633,52,0,52,0,52,,2023-01-14 19:54:09,0,0,98549G,Burnsview Griffins,Burnsview Secondary,British Columbia (BC),Canada
3634,52,0,52,0,52,,2023-01-20 01:07:48,0,0,60539A,Starbots,SOUTH ADAMS HIGH SCHOOL,Indiana,United States
3635,52,0,52,0,52,,2023-01-20 20:43:06,0,0,6024E,vikings,FOSSTON SECONDARY,Minnesota,United States
3636,52,0,52,0,52,,2023-01-21 14:57:49,0,0,13205E,STEM Pythons,STEM SCHOOL CHATTANOOGA,Tennessee,United States
3637,52,0,52,0,52,,2023-01-21 17:10:59,0,0,74485A,The Senior Citizens,BENZIE CENTRAL SR HIGH SCHOOL,Michigan,United States
3638,52,0,52,0,52,,2023-01-21 17:57:31,0,0,34113A,ILtB,FAIRVIEW  SCHOOL,Michigan,United States
3639,52,0,52,0,52,,2023-01-21 19:30:58,0,0,43440B,Jonah Build,MARLBOROUGH HIGH,Southern New England,United States
3640,52,0,52,0,52,,2023-01-21 19:58:44,0,0,91120Y,Pride of Legacy,,Texas - Region 2,United States
3641,52,0,52,0,52,,2023-01-21 20:05:00,0,0,6299A,Awesome Really Cool Guys and Friends,ENTERPRISE HIGH SCHOOL,Alabama,United States
3642,52,0,52,0,52,,2023-01-21 20:23:23,0,0,83149C,NMH School,Northfield Mount Hermon School,Southern New England,United States
3643,52,0,52,0,52,,2023-01-21 21:39:16,0,0,78634C,78634C,HUTTO HIGH SCHOOL,Texas - Region 4,United States
3644,52,0,52,0,52,,2023-01-28 16:34:51,0,0,4393R,The Last Minute Men,ME SCH OF SCIENCE & MATHEMATICS,Maine,United States
3645,52,0,52,0,52,,2023-01-28 19:29:04,0,0,1368C,Indian Nation Robotics,IRWIN COUNTY HIGH SCHOOL,Georgia,United States
3646,52,0,52,0,52,,2023-01-28 20:20:54,0,0,16645D,Pine Tree 4,PINE TREE HIGH SCHOOL,Texas - Region 2,United States
3647,52,0,52,0,52,,2023-01-28 20:28:02,0,0,65714A,Screamin' Eagles,Nixa High School JROTC,Missouri,United States
3648,52,0,52,0,52,,2023-01-28 20:47:17,0,0,75160S,Tiger Nation,TERRELL HIGH SCHOOL,Texas - Region 2,United States
3649,52,0,52,0,52,,2023-01-31 17:43:21,0,0,66394A,LeFlore Team 1,JOHN L LEFLORE MAGNET SCHOOL,Alabama,United States
3650,52,0,52,0,52,,2023-02-01 16:19:24,0,0,4171B,BOE BOT,Pioneer High School,New York-North,United States
3651,52,0,52,0,52,,2023-02-04 17:49:40,0,0,1193T,T-VEX,Jay County Robotics,Indiana,United States
3652,52,0,52,0,52,,2023-02-04 17:57:16,0,0,54770B,SMORG,ELEVA-STRUM HIGH,Wisconsin,United States
3653,52,0,52,0,52,,2023-02-04 19:10:59,0,0,15923A,PHS Robotics,PLAINVILLE HIGH SCHOOL,Southern New England,United States
3654,52,0,52,0,52,,2023-02-04 19:18:13,0,0,34495A,JHHS OSHA Violation,JOHN HANDLEY HIGH,Virginia,United States
3655,52,0,52,0,52,,2023-02-04 19:55:07,0,0,60320C,RC RoboDogs-Gamma,ROYSE CITY HIGH SCHOOL,Texas - Region 2,United States
3656,52,0,52,0,52,,2023-02-04 20:34:06,0,0,44044C,Ironmen,NOWATA HIGH SCHOOL,Oklahoma,United States
3657,52,0,52,0,52,,2023-02-04 20:36:21,0,0,99319J,Freshman Team,PRINCETON HIGH SCHOOL,Minnesota,United States
3658,52,0,52,0,52,,2023-02-06 23:17:50,0,0,6891T,Terrible Technicians,Faith Lutheran High School,Nevada,United States
3659,52,0,52,0,52,,2023-02-07 14:49:45,0,0,91142A,Titans,BEAVER LOCAL HIGH SCHOOL,Ohio,United States
3660,52,0,52,0,52,,2023-02-07 23:45:01,0,0,72301A,Academies of West Memphis,THE ACADEMIES OF WEST MEMPHIS CHARTER SCHOOL,Arkansas,United States
3661,52,0,52,0,52,,2023-02-10 19:56:35,0,0,41998D,SGHD,VALE HIGH SCHOOL,Oregon,United States
3662,52,0,52,0,52,,2023-02-11 00:55:03,0,0,2605B,Sehome Sea Monsters B,Sehome High School,Washington,United States
3663,52,0,52,0,52,,2023-02-11 14:41:12,0,0,3327G,Rambot G,SPRING-FORD SHS 9-12 CTR,Pennsylvania - East,United States
3664,52,0,52,0,52,,2023-02-11 15:22:36,0,0,15800B,Westview High School,Westview High School,Nebraska,United States
3665,52,0,52,0,52,,2023-02-11 16:00:42,0,0,9880C,3 C's,JAMES F. BYRNES HIGH,South Carolina,United States
3666,52,0,52,0,52,,2023-02-11 17:25:29,0,0,25600Z,Latin Z,The Roxbury Latin School,Southern New England,United States
3667,52,0,52,0,52,,2023-02-11 17:49:46,0,0,898A,Kaizen,Thomas Stone High School,Maryland,United States
3668,52,0,52,0,52,,2023-02-11 17:54:42,0,0,169K,The Cavalry,The Haverford School,Pennsylvania - East,United States
3669,52,0,52,0,52,,2023-02-11 18:21:15,0,0,68511A,Vex-Squad,XAVIER HIGH SCHOOL,New York-South,United States
3670,52,0,52,0,52,,2023-02-11 18:26:09,0,0,99331M,MUS RoboBubo,MEMPHIS UNIVERSITY SCHOOL,Tennessee,United States
3671,52,0,52,0,52,,2023-02-11 18:43:46,0,0,27905D,Chasmfiend,MARSHFIELD HIGH,Wisconsin,United States
3672,52,0,52,0,52,,2023-02-11 19:30:33,0,0,6293C,CROCS  - Team 3,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,Florida - South,United States
3673,52,0,52,0,52,,2023-02-11 20:03:38,0,0,3655R,North Stars R,North High School,California - Region 3,United States
3674,52,0,52,0,52,,2023-02-11 22:05:06,0,0,6627Y,Knight Time Bots Y,FOOTHILL HIGH,California - Region 4,United States
3675,52,0,52,0,52,,2023-02-12 00:00:33,0,0,91915A,Hawkbots,HAWKEN SCHOOL,Ohio,United States
3676,52,0,52,0,52,,2023-02-18 02:04:43,0,0,20281A,Saxon A,SOUTH SALEM HIGH SCHOOL,Oregon,United States
3677,52,0,52,0,52,,2023-02-18 03:45:37,0,0,2918G,GCEC,Glenfield College,New Zealand,New Zealand
3678,52,0,52,0,52,,2023-02-18 14:50:56,0,0,1970M,Last Knight,MOUNT MICHAEL BENEDICTINE HIGH SCHOOL,Nebraska,United States
3679,52,0,52,0,52,,2023-02-18 15:34:10,0,0,3217E,Titan Robotics,MARTHA LAYNE COLLINS HIGH SCHOOL,Kentucky,United States
3680,52,0,52,0,52,,2023-02-18 16:58:56,0,0,6408F,Syntechs Robotics HWSS,Heritage Woods Secondary,British Columbia (BC),Canada
3681,52,0,52,0,52,,2023-02-18 17:46:28,0,0,3701A,Lancer Lightning,LOYALSOCK TWP SHS,Pennsylvania - East,United States
3682,52,0,52,0,52,,2023-02-18 18:32:49,0,0,77628A,Mepham Robotics A,WELLINGTON C MEPHAM HIGH SCHOOL,New York-South,United States
3683,52,0,52,0,52,,2023-02-18 18:40:22,0,0,9691D,Deanna,COLLINSVILLE HIGH SCHOOL,Illinois,United States
3684,52,0,52,0,52,,2023-02-18 19:31:19,0,0,50145B,O.D.A.T.A.,TCALC,Kansas,United States
3685,52,0,52,0,52,,2023-02-19 13:00:43,0,0,2071A,RQ - Sajaya VRC 1,Rubu Qarn,United Arab Emirates,United Arab Emirates
3686,52,0,52,0,52,,2023-02-19 19:05:49,0,0,12D,Dinos,The Potomac School,Virginia,United States
3687,51,22,29,22,29,2023-02-18 19:09:50,2023-02-18 19:26:14,0,0,5245T,DevilBots,Winter Haven High School,Florida - North/Central,United States
3688,51,18,33,18,33,2023-02-06 19:40:26,2023-02-06 20:20:48,0,0,70820A,TBD,,Southern New England,United States
3689,51,15,36,15,42,2023-02-11 17:24:04,2023-01-14 18:36:13,0,0,4254X,Trojan Robotics,NORTHWEST CABARRUS HIGH,North Carolina,United States
3690,51,15,36,15,36,2022-12-17 18:28:17,2022-12-17 19:04:58,0,0,10370A,Panther Technologies,RIDGE POINT HIGH SCHOOL,Texas - Region 3,United States
3691,51,13,38,13,42,2022-11-19 20:33:11,2023-02-04 20:08:50,0,0,80075X,Crime Scene,Von Steuben Metro Science High School,Illinois,United States
3692,51,12,39,12,49,2022-11-05 19:06:35,2023-01-14 19:37:30,0,0,34300G,Wolves,Ecole Salish Secondary (Surrey School District),British Columbia (BC),Canada
3693,51,11,40,11,42,2022-12-17 19:54:20,2022-10-22 17:32:06,0,0,58484A,Covenant Christian Academy - High School,COVENANT CHRISTIAN ACADEMY,Georgia,United States
3694,51,0,51,10,51,2022-11-05 19:13:01,2023-01-14 19:17:14,0,0,10238B,Yerm is awesome,Pacific Academy High School,British Columbia (BC),Canada
3695,51,9,42,9,42,2022-12-10 20:15:12,2022-12-10 19:51:37,0,0,41870G,RoboRams,MOUNT VERNON HIGH SCHOOL,Illinois,United States
3696,51,9,42,9,42,2023-02-18 16:57:33,2023-02-18 15:18:52,0,0,92839C,Autobots,OKLAHOMA SCHOOL FOR THE DEAF,Oklahoma,United States
3697,51,6,45,6,45,2023-01-06 20:40:16,2023-01-06 20:01:10,0,0,5928A,Redacted,MERIDIAN TECHNICAL CHARTER HIGH SCHOOL,Idaho,United States
3698,51,5,46,5,46,2023-02-11 03:36:25,2023-01-21 20:56:02,58,0,9391C,Lost River 3,LOST RIVER HIGH SCHOOL,Oregon,United States
3699,51,5,46,5,46,2022-11-30 20:09:09,2022-11-30 20:08:56,0,0,48321A,Ángel Albino Corzo 02,CECYTE CHIAPAS,Mexico,Mexico
3700,51,3,48,3,48,2023-01-28 19:39:59,2023-01-28 20:18:55,0,0,85215A,Kellenberg Robotics,KELLENBERG MEMORIAL HIGH SCHOOL,New York-South,United States
3701,51,0,51,0,51,,2022-11-19 18:31:02,0,0,63857C,Shadow Bots,Mashpee High School,Southern New England,United States
3702,51,0,51,0,51,,2022-12-03 18:16:16,0,0,97979A,THINC STEMpire,THINC College and Career,Georgia,United States
3703,51,0,51,0,51,,2022-12-03 18:42:51,0,0,57301X,Roncalli Royal Robotics Team X,RONCALLI HIGH SCHOOL,Indiana,United States
3704,51,0,51,0,51,,2022-12-10 16:41:21,0,0,7645B,Flux Capacitors B,Arcadia Valley High School,Missouri,United States
3705,51,0,51,0,51,,2022-12-10 19:55:16,0,0,43272H,Fox Robotics,CADDO MILLS HIGH SCHOOL,Texas - Region 2,United States
3706,51,0,51,0,51,,2023-01-13 15:27:23,0,0,65524C,Brentwood Larry,BRENTWOOD SHS,Pennsylvania - West,United States
3707,51,0,51,0,51,,2023-01-13 17:42:59,0,0,65524B,Brentwood Dozer,BRENTWOOD SHS,Pennsylvania - West,United States
3708,51,0,51,0,51,,2023-01-14 19:47:53,0,0,65295A,Serviamatron 2000,URSULINE ACADEMY OF DALLAS,Texas - Region 2,United States
3709,51,0,51,0,51,,2023-01-21 22:19:09,0,0,67435A,BH Highlanders,Branksome Hall,Ontario,Canada
3710,51,0,51,0,51,,2023-01-28 17:35:31,0,0,41001M,Cyber Mustangs,MERGENTHALER VOCATIONAL-TECHNICAL HIGH,Maryland,United States
3711,51,0,51,0,51,,2023-01-28 19:58:37,0,0,4588B,Waskally Waskowbots,BELTON NEW TECH HIGH SCHOOL AT WASKOW,Texas - Region 4,United States
3712,51,0,51,0,51,,2023-02-01 16:39:18,0,0,14711B,Bonnie Barber,Belfast School,New York-North,United States
3713,51,0,51,0,51,,2023-02-04 16:25:41,0,0,593D,Oakdale D Team,OAKDALE HIGH,Maryland,United States
3714,51,0,51,0,51,,2023-02-05 15:11:37,0,0,3300D,Testosterone,Western Canada High School,Alberta/Saskatchewan,Canada
3715,51,0,51,0,51,,2023-02-05 17:15:07,0,0,35075B,Belmont Hill Robotics,BELMONT HILL SCHOOL,Southern New England,United States
3716,51,0,51,0,51,,2023-02-11 06:48:11,0,0,8059E,Blank.,Anglo-Chinese School (Independent),Singapore,Singapore
3717,51,0,51,0,51,,2023-02-11 06:57:46,0,0,35768C,Team C,Stamford American International School,Singapore,Singapore
3718,51,0,51,0,51,,2023-02-11 18:07:21,0,0,50480A,Spartronics,IMLAY CITY HIGH SCHOOL,Michigan,United States
3719,51,0,51,0,51,,2023-02-11 20:45:56,0,0,50188A,Perryville High School Team 1,PERRYVILLE HIGH SCHOOL,Arkansas,United States
3720,51,0,51,0,51,,2023-02-12 00:57:00,0,0,6022B,Oak Park Robotics,OAK PARK HIGH,California - Region 4,United States
3721,51,0,51,0,51,,2023-02-18 15:42:40,0,0,23430A,SHS Packers,SMITHFIELD HIGH,Virginia,United States
3722,51,0,51,0,51,,2023-02-18 16:50:18,0,0,68064A,Match Cancelled,DOUGLAS CO WEST HIGH SCHOOL,Nebraska,United States
3723,51,0,51,0,51,,2023-02-18 16:59:55,0,0,1808D,Red Devil Robotics,FREEPORT HIGH SCHOOL,New York-South,United States
3724,51,0,51,0,51,,2023-02-18 17:57:48,0,0,18640Z,Tim - St. X,St Xavier High School,Kentucky,United States
3725,51,0,51,0,51,,2023-02-18 18:12:04,0,0,29135H,Code Red,Calhoun County High School,South Carolina,United States
3726,51,0,51,0,51,,2023-02-18 18:21:56,0,0,3735B,Team Maybe,Klein High School,Texas - Region 3,United States
3727,51,0,51,0,51,,2023-02-18 18:24:26,0,0,59882A,Riverbots,RIVERVIEW JSHS,Pennsylvania - West,United States
3728,50,0,50,36,50,2022-12-04 18:43:59,2023-02-05 17:53:58,0,0,2602F,Hopkinetics Freddy,HOPKINTON HIGH,Southern New England,United States
3729,50,25,25,25,25,2022-11-06 06:16:42,2022-11-06 06:16:55,0,0,71080V,volTRan Robotics,Pertevniyal lisesi,Türkiye,Türkiye
3730,50,13,37,14,37,2023-01-14 18:47:14,2023-02-18 18:40:29,0,0,17230R,Millennium Falcons,HUGUENOT HIGH,Virginia,United States
